token_multiset_key,raw_label_count,token_sequence_count,combined_runner_rows,first_date,last_date,candidate_structure,has_same_race_variant_evidence,evidence_status,identity_relationship,decision_basis,confidence,mapping_method,database_action
bignon | claude | daniel | jean | lassaussaye | norbert,2,2,21,2015-03-01,2018-04-12,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
bill | brookes | hazeldean | v | vyner,2,2,28,2015-01-08,2020-09-07,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
billard | dupont | fahn | jerome | jessica | mlle,2,2,16,2022-03-10,2023-12-20,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
billon | club | ecurie | passion | racing,2,2,23,2018-08-05,2019-08-20,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
blackburn | imperial | j | pship | racing,2,2,118,2017-05-27,2025-05-23,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
blackburn | imperial | j | racing,2,2,53,2020-09-18,2025-11-30,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
blades | hollings | hull | m | s | s,2,2,29,2017-05-17,2020-11-20,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
blanc | bonilla | capozzi | davy | michele | mme | rolland,2,2,6,2023-09-15,2024-09-03,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
blanc | capozzi | michele | mme | rolland,2,2,52,2020-12-28,2025-10-16,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
bland | coyle | simon | tony,2,2,16,2021-04-12,2026-05-25,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
blencowe | m | valmont,2,2,48,2024-05-16,2026-05-23,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
bloodstock | bloodstock | ltd | ltd | pty | pty | werrett | whitby,2,2,32,2017-12-02,2025-04-01,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
bloodstock | booth | limited | m | sullivan,2,2,9,2018-05-14,2020-03-21,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
bloodstock | brown | j | ltd | palmer | potensis,2,2,28,2015-02-04,2016-10-22,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
bloodstock | castillon | ecurie | ecurie | jeffroy,2,2,9,2024-02-09,2025-11-02,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
bloodstock | celia | djivanovic | ksb | mrs,2,2,11,2022-01-08,2025-01-18,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
bloodstock | chris | giles | ltd | potensis,2,2,75,2015-01-03,2017-01-28,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
bloodstock | chris | giles | ltd | sullivan,2,2,57,2017-02-18,2025-03-13,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
bloodstock | d | gates | keeti | ltd | mrs | te | v,2,2,4,2019-03-09,2022-10-22,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
bloodstock | farms | j | lincoln | ltd | mcalister | n,2,2,21,2018-03-31,2026-02-07,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
bloodstock | haigney | kinsella | leonard | ltd,2,2,20,2022-03-06,2023-09-27,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
bloodstock | lanni | llc | llc | madaket | racing | sf | stables,2,2,3,2022-06-12,2024-08-11,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
bloodstock | mills | newton | pl | racing | sheamus | thoroughbreds,2,2,11,2018-02-24,2024-11-02,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
blu | courant | ecurie | france | racing,2,2,11,2024-10-12,2026-03-08,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
blunt | brown | ensor | ltd | palmer | sullivan,4,4,16,2017-04-07,2018-05-07,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
bockelmann | christian | ralf | schlesiger,2,2,8,2025-11-08,2026-05-07,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
bodie | browne | john | mcnamara | n | n | paul,3,3,14,2015-10-29,2017-10-25,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
boetie | boetie | ecurie | la | racing,2,2,13,2015-02-14,2015-07-30,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
boland | goss | j | k | m | m | ms,2,2,2,2015-03-05,2015-04-11,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
bolger | dowling | j | james | mrs | peter | s,2,2,20,2020-08-07,2025-10-17,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
bolger | ennistown | j | mrs | s | stud,2,2,24,2015-07-07,2025-05-11,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
bolger | holdings | j | limited | mrs | rectory | road | s,2,2,30,2018-05-25,2020-09-13,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
bolger | j | k | miss | mrs | rausing | s,2,2,11,2015-06-26,2021-10-26,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
bolger | j | mrs | mrs | orourke | patricia | s,2,2,30,2019-03-30,2024-10-22,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
bolingbroke | byrne | conway | j | l | p,2,2,6,2017-01-12,2017-07-26,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
bones | dunk | michael | nentwig | old | racing | racing | slam | stable,2,2,11,2019-08-05,2022-12-31,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
bonne | nuit | stall | stall | zuccini,2,2,8,2016-06-26,2018-09-23,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
booted | falcon | racing | racing | suited | team,2,2,19,2023-11-09,2025-03-07,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
born | flynn | groll | l | manuela | mme | mme | rarick | susanne | timothy,2,2,8,2023-03-07,2026-05-10,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
botham | tilbrook,2,2,9,2017-04-07,2018-08-15,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
bottom | carr | liners | mrs | r | the,2,2,84,2015-03-10,2022-10-01,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
boudot | boudot | gabrielle | m | marc | marie | mme | mme | seror,4,4,41,2020-09-09,2026-05-16,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
brabazon | david | moran | p | richard,2,2,20,2015-08-06,2023-10-22,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
bradley | c | ghrghar | lerner | llc | o | thoroughbreds | y,2,2,2,2026-04-02,2026-05-10,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
bradley | inc | swift | thoroughbreds | thoroughbreds,2,2,9,2015-08-08,2017-11-04,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
brady | brian | gleeson | j,2,2,19,2021-07-23,2025-09-22,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
brady | f | j | morrison | s,2,2,32,2016-07-11,2021-06-08,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
breeding | lohest | racing | storme | thierry | thierry,2,2,27,2024-03-05,2026-05-10,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
breeding | mill | mills | park | stud,2,2,2,2017-05-06,2017-05-20,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
brennan | david | flynn | j | john,2,2,19,2025-01-18,2026-05-01,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
brennan | david | flynn | j | r,2,2,9,2024-02-13,2025-09-21,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
brennan | j | j | michael | niall | ryan,2,2,6,2019-02-23,2025-09-06,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
brethes | chaboz | fouin | j | p | y,2,2,5,2016-07-13,2016-09-27,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
breton | d | j | le | michel,2,2,25,2016-11-09,2025-04-02,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
brett | conor | hanley | noel,2,2,9,2016-11-26,2017-08-25,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
brian | cooper | cooper | elaine | mrs,2,2,36,2018-09-05,2022-11-09,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
brian | j | p | quinn | thomas | whelan,2,2,10,2025-07-20,2026-05-03,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
briard | c | fassiola | hondier | m | mme | p,2,2,14,2015-03-19,2017-07-14,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
bridget | davis | dillon | domegan | egan | karl | mrs | seamus | t,2,2,12,2024-07-29,2026-01-01,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
bridget | dillon | dominick | glennane | mrs | obrien | seamus,2,2,23,2019-04-29,2021-05-19,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
brion | fournier | j | j | j,2,2,21,2015-12-12,2018-02-01,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
brogden | carrie | iavarone | iavarone | jules | l | michael,2,2,5,2023-12-30,2024-05-03,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
brooke | greg | hall | hubbard | llc | racing | sayjay,2,2,16,2018-04-07,2020-11-28,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
brown | d | d | dewbery | j | mrs | mrs,2,2,18,2016-10-08,2024-12-20,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
brown | fusion | ltd | ltd | thoroughbreds | thoroughbreds,2,2,2,2015-02-28,2016-04-02,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
browne | coffey | families,2,2,28,2024-10-27,2026-05-27,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
browne | cogan | colgan | l | monica | mrs | yvonne,2,2,10,2022-01-30,2025-09-22,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
browne | cogan | l | monica | mrs,2,2,50,2015-04-09,2025-06-15,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
bryan | chapple | hirst | hyam | jane,2,2,77,2017-02-04,2026-05-23,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
bryan | g | gray | iii | lyster | lyster | lyster | wayne,2,2,2,2020-10-25,2021-05-20,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
bryceland | family | mcneill | patrick | scott,2,2,58,2023-01-09,2026-05-11,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
bstock | chesapeake | mills | newton | sheamus | tbreds | tbreds,2,2,12,2020-09-19,2023-05-20,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
buckley | charles | e | michael | noell,2,2,13,2016-06-06,2017-11-18,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
buckley | coffey | families,2,2,13,2024-12-26,2026-04-30,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
buckley | michael | mrs | ricci | s,2,2,4,2015-05-15,2016-05-18,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
buddies | racing | syndicate,2,2,20,2019-11-03,2026-05-20,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
buller | oreilly | partnership,2,2,15,2022-01-31,2023-12-12,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
bun | lee | marces | tze,2,2,187,2016-01-06,2026-05-24,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
bun | tang | tony | wai,2,2,13,2016-04-12,2022-09-25,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
burke | burke | hilary | james | michael | michael,2,2,14,2016-11-17,2021-11-18,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
burns | d | m | s | smyth | studholme,2,2,18,2015-05-07,2018-05-10,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
burton | copley | todd,2,2,32,2015-11-25,2022-07-31,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
buy | jankel | karen | nigel | scandrett | shane,2,2,7,2024-09-10,2026-04-10,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
byrne | emmet | mullins | paul,2,2,33,2019-08-21,2024-08-29,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
c | c | cardenne | devise | e | mlle | philippe,2,2,4,2016-04-20,2017-10-18,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
c | c | cardenne | mlle | philippe,2,2,49,2015-03-03,2018-12-13,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
c | c | cavanagh | j | p | r | villers,2,2,9,2016-09-05,2018-10-06,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
c | c | chan | kao | kao | man | michael | ming,2,2,21,2020-09-06,2023-05-28,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
c | c | e | hughes | j | j | j | m | stewart | stewart | w,3,3,16,2018-03-03,2024-06-01,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
c | c | g | g | j | l | miss | mrs | tan | tan | w | w | wong | y,2,2,3,2015-04-18,2016-10-29,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
c | christina | d | g | hughes | m | mcguire | mrs | ms | ms | murphy,2,2,24,2019-01-26,2021-03-31,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
c | d | dods | mrs | stone,2,2,79,2017-07-08,2026-05-18,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
c | d | racing,2,2,64,2017-02-23,2024-10-26,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
c | dainay | earl | elevage | milaveau | p | peltier | stephane,2,2,3,2024-09-24,2025-10-20,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
c | dermot | nelson | odonohoe | sharon,2,2,28,2015-01-01,2018-06-04,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
c | devine | h | j | mrs | p,2,2,10,2015-01-10,2018-07-14,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
c | dr | dr | h | hughes | m | p | rogers,2,2,8,2016-09-24,2023-05-27,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
c | e | gaudin | j | long | mrs | n | roberts,2,2,8,2017-09-10,2018-08-27,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
c | e | jenkins | p | stedman,2,2,13,2015-10-24,2016-12-21,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
c | g | j | noble | pappadakis | younghusband,2,2,18,2019-02-25,2022-12-21,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
c | g | salussolia | trecco,2,2,51,2015-03-01,2023-04-03,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
c | j | k | mrs | p | shadbolt | shadbolt,2,2,9,2020-10-24,2021-08-21,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
c | j | m | miss | ms | r | sampson | taite,2,2,8,2016-10-19,2022-03-12,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
c | j | mrs | pace | ryan | s,2,2,7,2023-10-14,2026-04-11,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
c | kwok | ltd | park | stud | w | windsor,2,2,4,2024-01-13,2024-05-11,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
c | l | marzocco | marzocco,2,2,33,2015-01-10,2022-04-08,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
c | m | magnier | mrs | mrs | n | paul | shanahan | v | williams,2,2,10,2024-09-10,2025-09-30,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
c | robert | valeri,2,2,2,2018-12-13,2019-11-21,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
cadran | du | ecurie | ecurie | haras | klein | patrick,2,2,20,2016-08-09,2022-06-21,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
cahill | caroline | ciaran | hendron | kennelly | m | mrs | mrs,2,2,40,2022-05-02,2025-07-03,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
cahill | caroline | hendron | j | m | mrs | mrs | muldoon,2,2,19,2020-07-02,2021-10-23,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
cahill | caroline | hendron | m | mrs | mrs,2,2,48,2019-06-22,2026-05-03,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
cairoli | llc | magic | racing | stable | stables,2,2,9,2019-02-03,2025-01-25,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
caren | darren | grant | mercer | mercer | mrs | walsh,2,2,16,2017-02-18,2018-02-18,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
caren | dee | doyle | f | john | lestrange | mrs | walsh,2,2,12,2021-10-21,2023-09-17,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
caren | doyle | f | john | mrs | walsh,2,2,67,2016-10-13,2023-07-20,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
caren | field | lesley | mrs | mrs | walsh,2,2,10,2015-03-19,2018-10-13,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
caren | grant | mercer | mrs | walsh,2,2,27,2017-02-11,2021-05-01,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
carl | chapman | martina | mrs | mulhall,2,2,82,2015-01-23,2018-02-08,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
carmel | h | john | kierans | kierans | m | mrs,2,2,39,2015-04-05,2019-05-10,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
carmel | stud,2,2,126,2015-03-29,2025-10-11,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
carmichael | jennings | partnership,2,2,60,2015-06-07,2017-11-05,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
carnegie | h | hill | j | kennedy | m | strawberry | stud | t,2,2,2,2017-02-13,2019-09-28,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
carol | david | shaw,2,2,202,2017-10-12,2026-05-18,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
carol | kevin | mrs | oneill | oneill,2,2,23,2015-03-13,2015-12-04,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
carruthers | drew | graham | percy,2,2,3,2018-04-14,2020-01-02,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
